Date,Total Stakes,Total Paid,Profit
 Πέμπτη 22 Σεπτεμβρίου 2011,"3,760,981.00€","384,041.31€","3,376,939.69€"
 Κυριακή 18 Σεπτεμβρίου 2011,"3,328,911.00€","295,067.67€","3,033,843.33€"
 Πέμπτη 15 Σεπτεμβρίου 2011,"6,981,123.00€","6,227,484.69€","753,638.31€"
 Κυριακή 11 Σεπτεμβρίου 2011,"5,931,558.00€","196,636.00€","5,734,922.00€"
 Πέμπτη 8 Σεπτεμβρίου 2011,"5,540,910.00€","411,922.50€","5,128,987.50€"
 Κυριακή 4 Σεπτεμβρίου 2011,"4,993,965.00€","475,344.30€","4,518,620.70€"
 Πέμπτη 1 Σεπτεμβρίου 2011,"4,385,894.00€","1,446,957.04€","2,938,936.96€"
 Κυριακή 28 Αυγούστου 2011,"4,079,187.00€","87,608.00€","3,991,579.00€"
 Πέμπτη 25 Αυγούστου 2011,"3,887,775.00€","376,869.50€","3,510,905.50€"
 Κυριακή 21 Αυγούστου 2011,"3,546,050.00€","273,113.50€","3,272,936.50€"
 Πέμπτη 18 Αυγούστου 2011,"3,353,093.00€","89,891.50€","3,263,201.50€"
 Κυριακή 14 Αυγούστου 2011,"2,947,215.00€","188,746.00€","2,758,469.00€"
 Πέμπτη 11 Αυγούστου 2011,"2,989,089.00€","1,862,938.50€","1,126,150.50€"
 Κυριακή 7 Αυγούστου 2011,"4,637,572.00€","398,194.29€","4,239,377.71€"
 Πέμπτη 4 Αυγούστου 2011,"4,231,871.00€","516,234.06€","3,715,636.94€"
 Κυριακή 31 Ιουλίου 2011,"3,924,018.00€","710,705.75€","3,213,312.25€"
 Πέμπτη 28 Ιουλίου 2011,"3,511,528.00€","386,529.18€","3,124,998.82€"
 Κυριακή 24 Ιουλίου 2011,"3,275,586.00€","361,443.92€","2,914,142.08€"
 Πέμπτη 21 Ιουλίου 2011,"3,275,879.00€","564,196.90€","2,711,682.10€"
 Κυριακή 17 Ιουλίου 2011,"2,894,950.00€","499,894.90€","2,395,055.10€"
 Πέμπτη 14 Ιουλίου 2011,"2,910,989.00€","372,453.01€","2,538,535.99€"
 Κυριακή 10 Ιουλίου 2011,"4,185,595.00€","197,595.96€","3,987,999.04€"
 Πέμπτη 7 Ιουλίου 2011,"4,350,608.00€","515,298.04€","3,835,309.96€"
 Κυριακή 3 Ιουλίου 2011,"4,070,404.00€","109,796.00€","3,960,608.00€"
 Πέμπτη 30 Ιουνίου 2011,"4,092,279.00€","297,554.50€","3,794,724.50€"
 Κυριακή 26 Ιουνίου 2011,"3,378,901.00€","501,493.50€","2,877,407.50€"
 Πέμπτη 23 Ιουνίου 2011,"3,542,748.00€","681,681.50€","2,861,066.50€"
 Κυριακή 19 Ιουνίου 2011,"3,166,540.00€","289,603.00€","2,876,937.00€"
 Πέμπτη 16 Ιουνίου 2011,"3,280,510.00€","407,683.83€","2,872,826.17€"
 Κυριακή 12 Ιουνίου 2011,"2,929,122.00€","4,471,293.52€","-1,542,171.52€"
 Τετάρτη 8 Ιουνίου 2011,"4,407,232.00€","299,841.44€","4,107,390.56€"
 Κυριακή 5 Ιουνίου 2011,"2,355,249.00€","289,705.30€","2,065,543.70€"
 Πέμπτη 2 Ιουνίου 2011,"3,859,365.00€","1,372,186.87€","2,487,178.13€"
 Κυριακή 29 Μαΐου 2011,"3,537,680.00€","108,822.00€","3,428,858.00€"
 Πέμπτη 26 Μαΐου 2011,"3,557,626.00€","319,141.00€","3,238,485.00€"
 Κυριακή 22 Μαΐου 2011,"2,976,044.00€","6,888,060.15€","-3,912,016.15€"
 Πέμπτη 19 Μαΐου 2011,"3,799,733.00€","262,720.57€","3,537,012.43€"
 Κυριακή 15 Μαΐου 2011,"3,397,222.00€","833,212.23€","2,564,009.77€"
 Πέμπτη 12 Μαΐου 2011,"3,494,879.00€","1,288,824.00€","2,206,055.00€"
 Κυριακή 8 Μαΐου 2011,"3,511,140.00€","83,800.50€","3,427,339.50€"
 Πέμπτη 5 Μαΐου 2011,"3,561,082.00€","5,816,644.46€","-2,255,562.46€"
 Κυριακή 1 Μαΐου 2011,"3,861,794.00€","261,972.65€","3,599,821.35€"
 Πέμπτη 28 Απρίλη 2011,"3,820,819.00€","89,402.00€","3,731,417.00€"
 Σάββατο 23 Απρίλη 2011,"3,368,951.00€","2,593,399.74€","775,551.26€"
 Τετάρτη 20 Απρίλη 2011,"4,888,330.00€","262,666.05€","4,625,663.95€"
 Κυριακή 17 Απρίλη 2011,"4,701,087.00€","695,051.76€","4,006,035.24€"
 Πέμπτη 14 Απρίλη 2011,"5,813,111.00€","430,397.87€","5,382,713.13€"
 Κυριακή 10 Απρίλη 2011,"4,777,744.00€","705,360.60€","4,072,383.40€"
 Πέμπτη 7 Απρίλη 2011,"4,569,442.00€","332,461.36€","4,236,980.64€"
 Κυριακή 3 Απρίλη 2011,"4,126,628.00€","885,987.22€","3,240,640.78€"
 Πέμπτη 31 Μαρτίου 2011,"4,425,863.00€","166,385.00€","4,259,478.00€"
 Κυριακή 27 Μαρτίου 2011,"3,696,844.00€","260,907.00€","3,435,937.00€"
 Πέμπτη 24 Μαρτίου 2011,"3,597,574.00€","455,469.16€","3,142,104.84€"
 Κυριακή 20 Μαρτίου 2011,"4,143,634.00€","170,936.25€","3,972,697.75€"
 Πέμπτη 17 Μαρτίου 2011,"4,374,695.00€","789,903.57€","3,584,791.43€"
 Κυριακή 13 Μαρτίου 2011,"3,802,027.00€","399,997.91€","3,402,029.09€"
 Πέμπτη 10 Μαρτίου 2011,"4,085,849.00€","692,104.84€","3,393,744.16€"
 Κυριακή 6 Μαρτίου 2011,"6,960,335.00€","365,448.48€","6,594,886.52€"
 Πέμπτη 3 Μαρτίου 2011,"6,710,734.00€","1,500,012.10€","5,210,721.90€"
 Κυριακή 27 Φεβρουάριου 2011,"5,806,043.00€","625,591.00€","5,180,452.00€"
 Πέμπτη 24 Φεβρουάριου 2011,"5,619,808.00€","802,514.12€","4,817,293.88€"
 Κυριακή 20 Φεβρουάριου 2011,"4,554,496.00€","108,645.50€","4,445,850.50€"
 Πέμπτη 17 Φεβρουάριου 2011,"4,422,501.00€","477,525.50€","3,944,975.50€"
 Κυριακή 13 Φεβρουάριου 2011,"3,833,643.00€","599,110.16€","3,234,532.84€"
 Πέμπτη 10 Φεβρουάριου 2011,"4,092,614.00€","547,636.98€","3,544,977.02€"
 Κυριακή 6 Φεβρουάριου 2011,"3,553,271.00€","228,209.02€","3,325,061.98€"
 Πέμπτη 3 Φεβρουάριου 2011,"4,338,342.00€","473,846.42€","3,864,495.58€"
 Κυριακή 30 Ιανουαρίου 2011,"3,421,372.00€","645,222.66€","2,776,149.34€"
 Πέμπτη 27 Ιανουαρίου 2011,"4,656,625.00€","323,331.33€","4,333,293.67€"
 Κυριακή 23 Ιανουαρίου 2011,"3,990,855.00€","627,457.18€","3,363,397.82€"
 Πέμπτη 20 Ιανουαρίου 2011,"4,368,928.00€","563,729.42€","3,805,198.58€"
 Κυριακή 16 Ιανουαρίου 2011,"4,047,199.00€","5,566,724.72€","-1,519,525.72€"
 Πέμπτη 13 Ιανουαρίου 2011,"7,161,093.00€","345,240.43€","6,815,852.57€"
 Κυριακή 9 Ιανουαρίου 2011,"7,157,915.00€","949,324.32€","6,208,590.68€"
 Πέμπτη 6 Ιανουαρίου 2011,"7,308,482.00€","710,195.70€","6,598,286.30€"
 Κυριακή 2 Ιανουαρίου 2011,"6,774,247.00€","895,486.94€","5,878,760.06€"
 Πέμπτη 30 Δεκέμβρη 2010,"5,812,127.00€","1,472,685.66€","4,339,441.34€"
 Κυριακή 26 Δεκέμβρη 2010,"15,492,676.00€","552,590.41€","14,940,085.59€"
 Πέμπτη 23 Δεκέμβρη 2010,"9,597,343.00€","3,189,719.21€","6,407,623.79€"
 Κυριακή 19 Δεκέμβρη 2010,"7,104,837.00€","675,645.32€","6,429,191.68€"
 Πέμπτη 16 Δεκέμβρη 2010,"5,538,252.00€","442,513.46€","5,095,738.54€"
 Κυριακή 12 Δεκέμβρη 2010,"4,581,252.00€","1,112,886.43€","3,468,365.57€"
 Πέμπτη 9 Δεκέμβρη 2010,"4,538,222.00€","803,576.24€","3,734,645.76€"
 Κυριακή 5 Δεκέμβρη 2010,"4,109,456.00€","135,294.50€","3,974,161.50€"
 Πέμπτη 2 Δεκέμβρη 2010,"4,270,101.00€","328,777.00€","3,941,324.00€"
 Κυριακή 28 Νοεμβρίου 2010,"3,439,465.00€","490,764.52€","2,948,700.48€"
 Πέμπτη 25 Νοεμβρίου 2010,"3,723,543.00€","366,948.64€","3,356,594.36€"
 Κυριακή 21 Νοεμβρίου 2010,"2,139,741.00€","1,267,971.84€","871,769.16€"
 Πέμπτη 18 Νοεμβρίου 2010,"3,934,211.00€","147,846.18€","3,786,364.82€"
 Κυριακή 14 Νοεμβρίου 2010,"3,381,621.00€","310,802.54€","3,070,818.46€"
 Πέμπτη 11 Νοεμβρίου 2010,"3,565,458.00€","3,496,846.30€","68,611.70€"
 Κυριακή 7 Νοεμβρίου 2010,"4,582,184.00€","369,189.24€","4,212,994.76€"
 Πέμπτη 4 Νοεμβρίου 2010,"4,234,175.00€","327,877.67€","3,906,297.33€"
 Κυριακή 31 Οκτωβρίου 2010,"4,136,859.00€","2,540,654.00€","1,596,205.00€"
 Τετάρτη 27 Οκτωβρίου 2010,"4,540,676.00€","92,633.50€","4,448,042.50€"
 Κυριακή 24 Οκτωβρίου 2010,"2,543,619.00€","187,719.50€","2,355,899.50€"
 Πέμπτη 21 Οκτωβρίου 2010,"3,797,272.00€","507,174.00€","3,290,098.00€"
 Κυριακή 17 Οκτωβρίου 2010,"3,796,701.00€","942,431.27€","2,854,269.73€"
 Πέμπτη 14 Οκτωβρίου 2010,"4,057,520.00€","108,070.50€","3,949,449.50€"
 Κυριακή 10 Οκτωβρίου 2010,"3,430,520.00€","2,921,639.28€","508,880.72€"
 Πέμπτη 7 Οκτωβρίου 2010,"4,683,787.00€","377,464.80€","4,306,322.20€"
 Κυριακή 3 Οκτωβρίου 2010,"3,950,861.00€","612,588.74€","3,338,272.26€"
 Πέμπτη 30 Σεπτεμβρίου 2010,"3,974,096.00€","782,629.28€","3,191,466.72€"
 Κυριακή 26 Σεπτεμβρίου 2010,"3,351,828.00€","377,778.90€","2,974,049.10€"
 Πέμπτη 23 Σεπτεμβρίου 2010,"4,823,116.00€","63,322.00€","4,759,794.00€"
 Κυριακή 19 Σεπτεμβρίου 2010,"4,142,499.00€","327,349.50€","3,815,149.50€"
 Πέμπτη 16 Σεπτεμβρίου 2010,"4,045,662.00€","676,765.12€","3,368,896.88€"
 Κυριακή 12 Σεπτεμβρίου 2010,"3,731,605.00€","143,395.50€","3,588,209.50€"
 Πέμπτη 9 Σεπτεμβρίου 2010,"3,760,266.00€","355,974.50€","3,404,291.50€"
 Κυριακή 5 Σεπτεμβρίου 2010,"4,824,451.00€","532,151.78€","4,292,299.22€"
 Πέμπτη 2 Σεπτεμβρίου 2010,"4,850,978.00€","96,933.50€","4,754,044.50€"
 Κυριακή 29 Αυγούστου 2010,"4,122,565.00€","379,301.00€","3,743,264.00€"
 Πέμπτη 26 Αυγούστου 2010,"3,861,864.00€","381,427.82€","3,480,436.18€"
 Κυριακή 22 Αυγούστου 2010,"3,659,160.00€","489,355.74€","3,169,804.26€"
 Πέμπτη 19 Αυγούστου 2010,"3,428,898.00€","337,868.51€","3,091,029.49€"
 Σάββατο 14 Αυγούστου 2010,"6,453,018.00€","213,191.97€","6,239,826.03€"
 Πέμπτη 12 Αυγούστου 2010,"3,591,320.00€","767,842.30€","2,823,477.70€"
 Κυριακή 8 Αυγούστου 2010,"4,720,303.00€","1,045,219.44€","3,675,083.56€"
 Πέμπτη 5 Αυγούστου 2010,"4,479,190.00€","89,658.00€","4,389,532.00€"
 Κυριακή 1 Αυγούστου 2010,"4,233,024.00€","370,292.00€","3,862,732.00€"
 Πέμπτη 29 Ιουλίου 2010,"4,151,636.00€","497,887.96€","3,653,748.04€"
 Κυριακή 25 Ιουλίου 2010,"3,913,490.00€","566,558.42€","3,346,931.58€"
 Πέμπτη 22 Ιουλίου 2010,"3,623,240.00€","386,089.92€","3,237,150.08€"
 Κυριακή 18 Ιουλίου 2010,"3,345,622.00€","355,626.74€","2,989,995.26€"
 Πέμπτη 15 Ιουλίου 2010,"4,350,323.00€","404,879.28€","3,945,443.72€"
 Κυριακή 11 Ιουλίου 2010,"4,062,673.00€","546,687.75€","3,515,985.25€"
 Τετάρτη 7 Ιουλίου 2010,"4,926,516.00€","842,830.25€","4,083,685.75€"
 Κυριακή 4 Ιουλίου 2010,"2,329,976.00€","273,177.00€","2,056,799.00€"
 Πέμπτη 1 Ιουλίου 2010,"3,775,713.00€","432,511.68€","3,343,201.32€"
 Πέμπτη 24 Ιουνίου 2010,"4,101,758.00€","562,007.73€","3,539,750.27€"
 Κυριακή 20 Ιουνίου 2010,"7,359,460.00€","319,963.39€","7,039,496.61€"
 Πέμπτη 17 Ιουνίου 2010,"6,161,654.00€","1,378,448.22€","4,783,205.78€"
 Κυριακή 13 Ιουνίου 2010,"5,271,497.00€","446,048.26€","4,825,448.74€"
 Πέμπτη 10 Ιουνίου 2010,"5,285,639.00€","909,002.34€","4,376,636.66€"
 Κυριακή 6 Ιουνίου 2010,"4,927,940.00€","425,043.00€","4,502,897.00€"
 Πέμπτη 3 Ιουνίου 2010,"4,873,569.00€","121,629.00€","4,751,940.00€"
 Κυριακή 30 Μαΐου 2010,"4,060,800.00€","302,863.00€","3,757,937.00€"
 Πέμπτη 27 Μαΐου 2010,"4,168,559.00€","94,716.00€","4,073,843.00€"
 Κυριακή 23 Μαΐου 2010,"3,652,391.00€","283,236.50€","3,369,154.50€"
 Τετάρτη 19 Μαΐου 2010,"4,911,194.00€","222,811.95€","4,688,382.05€"
 Κυριακή 16 Μαΐου 2010,"2,530,191.00€","309,849.95€","2,220,341.05€"
 Πέμπτη 13 Μαΐου 2010,"4,242,667.00€","4,335,765.50€","-93,098.50€"
 Κυριακή 9 Μαΐου 2010,"4,386,969.00€","525,321.27€","3,861,647.73€"
 Πέμπτη 6 Μαΐου 2010,"4,534,114.00€","543,122.20€","3,990,991.80€"
 Κυριακή 2 Μαΐου 2010,"6,649,244.00€","5,207,273.55€","1,441,970.45€"
 Πέμπτη 29 Απρίλη 2010,"6,960,761.00€","905,095.16€","6,055,665.84€"
 Κυριακή 25 Απρίλη 2010,"5,789,426.00€","1,106,660.80€","4,682,765.20€"
 Πέμπτη 22 Απρίλη 2010,"5,807,704.00€","497,433.56€","5,310,270.44€"
 Κυριακή 18 Απρίλη 2010,"5,111,011.00€","991,763.52€","4,119,247.48€"
 Κυριακή 11 Απρίλη 2010,"49,543,409.00€","1,698,188.84€","47,845,220.16€"
 Πέμπτη 8 Απρίλη 2010,"31,676,222.00€","3,814,562.60€","27,861,659.40€"
 Σάββατο 3 Απρίλη 2010,"23,299,010.00€","2,608,412.64€","20,690,597.36€"
 Τετάρτη 31 Μαρτίου 2010,"13,395,247.00€","1,647,966.89€","11,747,280.11€"
 Κυριακή 28 Μαρτίου 2010,"10,599,592.00€","2,996,744.88€","7,602,847.12€"
 Τετάρτη 24 Μαρτίου 2010,"11,947,282.00€","1,115,269.78€","10,832,012.22€"
 Κυριακή 21 Μαρτίου 2010,"7,885,758.00€","801,420.80€","7,084,337.20€"
 Πέμπτη 18 Μαρτίου 2010,"9,087,223.00€","1,036,625.60€","8,050,597.40€"
 Κυριακή 14 Μαρτίου 2010,"7,322,756.00€","889,308.94€","6,433,447.06€"
 Τετάρτη 10 Μαρτίου 2010,"7,623,657.00€","1,099,833.24€","6,523,823.76€"
 Κυριακή 7 Μαρτίου 2010,"2,906,093.00€","338,415.09€","2,567,677.91€"
 Πέμπτη 4 Μαρτίου 2010,"5,771,585.00€","7,343,502.91€","-1,571,917.91€"
 Κυριακή 28 Φεβρουάριου 2010,"4,339,291.00€","92,646.00€","4,246,645.00€"
 Πέμπτη 25 Φεβρουάριου 2010,"4,601,844.00€","284,264.00€","4,317,580.00€"
 Κυριακή 21 Φεβρουάριου 2010,"3,759,733.00€","506,914.28€","3,252,818.72€"
 Πέμπτη 18 Φεβρουάριου 2010,"8,984,569.00€","362,703.83€","8,621,865.17€"
 Κυριακή 14 Φεβρουάριου 2010,"7,176,328.00€","1,355,742.85€","5,820,585.15€"
 Πέμπτη 11 Φεβρουάριου 2010,"5,368,119.00€","771,292.40€","4,596,826.60€"
 Κυριακή 7 Φεβρουάριου 2010,"4,794,613.00€","369,942.00€","4,424,671.00€"
 Πέμπτη 4 Φεβρουάριου 2010,"5,024,971.00€","555,366.70€","4,469,604.30€"
 Κυριακή 31 Ιανουαρίου 2010,"4,151,756.00€","494,974.54€","3,656,781.46€"
 Πέμπτη 28 Ιανουαρίου 2010,"4,735,302.00€","599,743.08€","4,135,558.92€"
 Κυριακή 24 Ιανουαρίου 2010,"3,945,920.00€","321,760.46€","3,624,159.54€"
 Πέμπτη 21 Ιανουαρίου 2010,"7,941,429.00€","7,662,051.38€","279,377.62€"
 Κυριακή 17 Ιανουαρίου 2010,"5,210,776.00€","671,220.80€","4,539,555.20€"
 Πέμπτη 14 Ιανουαρίου 2010,"5,178,386.00€","763,101.05€","4,415,284.95€"
 Κυριακή 10 Ιανουαρίου 2010,"4,616,266.00€","401,286.66€","4,214,979.34€"
 Πέμπτη 7 Ιανουαρίου 2010,"4,908,957.00€","1,122,028.36€","3,786,928.64€"
 Κυριακή 3 Ιανουαρίου 2010,"4,656,872.00€","654,977.09€","4,001,894.91€"
 Πέμπτη 31 Δεκέμβρη 2009,"4,065,864.00€","478,532.06€","3,587,331.94€"
 Κυριακή 27 Δεκέμβρη 2009,"16,131,307.00€","1,975,495.78€","14,155,811.22€"
 Κυριακή 20 Δεκέμβρη 2009,"10,779,621.00€","295,854.50€","10,483,766.50€"
 Πέμπτη 17 Δεκέμβρη 2009,"5,326,636.00€","421,282.50€","4,905,353.50€"
 Κυριακή 13 Δεκέμβρη 2009,"4,446,087.00€","830,492.90€","3,615,594.10€"
 Πέμπτη 10 Δεκέμβρη 2009,"4,249,504.00€","1,997,213.27€","2,252,290.73€"
 Κυριακή 6 Δεκέμβρη 2009,"3,601,890.00€","569,654.12€","3,032,235.88€"
 Πέμπτη 3 Δεκέμβρη 2009,"5,309,403.00€","222,854.44€","5,086,548.56€"
 Κυριακή 29 Νοεμβρίου 2009,"4,692,856.00€","532,991.26€","4,159,864.74€"
 Πέμπτη 26 Νοεμβρίου 2009,"4,978,729.00€","537,588.76€","4,441,140.24€"
 Κυριακή 22 Νοεμβρίου 2009,"4,206,880.00€","582,924.44€","3,623,955.56€"
 Πέμπτη 19 Νοεμβρίου 2009,"4,341,471.00€","557,958.93€","3,783,512.07€"
 Κυριακή 15 Νοεμβρίου 2009,"3,685,325.00€","537,652.26€","3,147,672.74€"
 Πέμπτη 12 Νοεμβρίου 2009,"4,913,796.00€","44,619.50€","4,869,176.50€"
 Κυριακή 8 Νοεμβρίου 2009,"4,158,898.00€","274,634.00€","3,884,264.00€"
 Πέμπτη 5 Νοεμβρίου 2009,"4,299,092.00€","3,175,354.58€","1,123,737.42€"
 Κυριακή 1 Νοεμβρίου 2009,"3,840,934.00€","1,202,404.82€","2,638,529.18€"
 Πέμπτη 29 Οκτωβρίου 2009,"11,610,778.00€","337,057.19€","11,273,720.81€"
 Πέμπτη 22 Οκτωβρίου 2009,"7,554,750.00€","921,605.18€","6,633,144.82€"
 Κυριακή 18 Οκτωβρίου 2009,"5,033,731.00€","478,709.37€","4,555,021.63€"
 Πέμπτη 15 Οκτωβρίου 2009,"4,722,737.00€","642,421.88€","4,080,315.12€"
 Κυριακή 11 Οκτωβρίου 2009,"4,110,213.00€","515,613.72€","3,594,599.28€"
 Πέμπτη 8 Οκτωβρίου 2009,"4,283,947.00€","1,302,719.46€","2,981,227.54€"
 Κυριακή 4 Οκτωβρίου 2009,"3,680,738.00€","1,123,163.06€","2,557,574.94€"
 Πέμπτη 1 Οκτωβρίου 2009,"5,290,475.00€","230,101.04€","5,060,373.96€"
 Κυριακή 27 Σεπτεμβρίου 2009,"4,708,002.00€","877,757.84€","3,830,244.16€"
 Πέμπτη 24 Σεπτεμβρίου 2009,"4,773,635.00€","507,800.84€","4,265,834.16€"
 Κυριακή 20 Σεπτεμβρίου 2009,"4,229,261.00€","457,392.30€","3,771,868.70€"
