Date,Total Stakes,Total Paid,Profit
 Τρίτη 21 Δεκέμβρη 2021,"2,572,099.00€","309,053.44€","2,263,045.56€"
 Κυριακή 19 Δεκέμβρη 2021,"2,112,262.00€","207,741.00€","1,904,521.00€"
 Πέμπτη 16 Δεκέμβρη 2021,"2,889,423.00€","710,754.16€","2,178,668.84€"
 Τρίτη 14 Δεκέμβρη 2021,"1,977,759.00€","159,387.84€","1,818,371.16€"
 Κυριακή 12 Δεκέμβρη 2021,"1,623,680.00€","129,208.81€","1,494,471.19€"
 Πέμπτη 9 Δεκέμβρη 2021,"2,524,760.00€","308,231.72€","2,216,528.28€"
 Τρίτη 7 Δεκέμβρη 2021,"1,773,590.00€","171,461.00€","1,602,129.00€"
 Κυριακή 5 Δεκέμβρη 2021,"1,560,469.00€","761,833.40€","798,635.60€"
 Πέμπτη 2 Δεκέμβρη 2021,"2,630,199.00€","197,145.09€","2,433,053.91€"
 Τρίτη 30 Νοεμβρίου 2021,"1,841,562.00€","165,565.16€","1,675,996.84€"
 Κυριακή 28 Νοεμβρίου 2021,"1,621,147.00€","115,189.89€","1,505,957.11€"
 Πέμπτη 25 Νοεμβρίου 2021,"2,665,655.00€","2,414,765.13€","250,889.87€"
 Τρίτη 23 Νοεμβρίου 2021,"2,467,784.00€","3,033,179.63€","-565,395.63€"
 Κυριακή 21 Νοεμβρίου 2021,"2,103,064.00€","325,180.57€","1,777,883.43€"
 Πέμπτη 18 Νοεμβρίου 2021,"3,063,693.00€","284,116.00€","2,779,577.00€"
 Τρίτη 16 Νοεμβρίου 2021,"2,140,153.00€","247,495.13€","1,892,657.87€"
 Κυριακή 14 Νοεμβρίου 2021,"1,859,858.00€","412,325.26€","1,447,532.74€"
 Πέμπτη 11 Νοεμβρίου 2021,"2,678,240.00€","60,430.50€","2,617,809.50€"
 Τρίτη 9 Νοεμβρίου 2021,"1,868,386.00€","192,590.00€","1,675,796.00€"
 Κυριακή 7 Νοεμβρίου 2021,"1,697,965.00€","1,229,093.98€","468,871.02€"
 Πέμπτη 4 Νοεμβρίου 2021,"4,413,768.00€","123,792.50€","4,289,975.50€"
 Τρίτη 2 Νοεμβρίου 2021,"2,875,353.00€","227,395.50€","2,647,957.50€"
 Κυριακή 31 Οκτωβρίου 2021,"2,584,596.00€","286,787.46€","2,297,808.54€"
 Πέμπτη 28 Οκτωβρίου 2021,"3,876,023.00€","100,963.50€","3,775,059.50€"
 Τρίτη 26 Οκτωβρίου 2021,"1,410,505.00€","142,528.00€","1,267,977.00€"
 Κυριακή 24 Οκτωβρίου 2021,"2,214,555.00€","53,683.50€","2,160,871.50€"
 Πέμπτη 21 Οκτωβρίου 2021,"3,060,673.00€","377,949.00€","2,682,724.00€"
 Τρίτη 19 Οκτωβρίου 2021,"2,001,050.00€","70,559.50€","1,930,490.50€"
 Κυριακή 17 Οκτωβρίου 2021,"1,806,522.00€","124,827.50€","1,681,694.50€"
 Πέμπτη 14 Οκτωβρίου 2021,"2,904,831.00€","364,668.61€","2,540,162.39€"
 Τρίτη 12 Οκτωβρίου 2021,"6,156,546.00€","121,102.50€","6,035,443.50€"
 Κυριακή 10 Οκτωβρίου 2021,"5,363,420.00€","536,812.00€","4,826,608.00€"
 Πέμπτη 7 Οκτωβρίου 2021,"6,503,357.00€","639,939.88€","5,863,417.12€"
 Τρίτη 5 Οκτωβρίου 2021,"4,152,079.00€","428,752.06€","3,723,326.94€"
 Κυριακή 3 Οκτωβρίου 2021,"3,679,054.00€","375,948.84€","3,303,105.16€"
 Πέμπτη 30 Σεπτεμβρίου 2021,"4,728,641.00€","522,024.58€","4,206,616.42€"
 Τρίτη 28 Σεπτεμβρίου 2021,"3,331,246.00€","655,551.40€","2,675,694.60€"
 Κυριακή 26 Σεπτεμβρίου 2021,"2,870,139.00€","351,516.39€","2,518,622.61€"
 Πέμπτη 23 Σεπτεμβρίου 2021,"3,934,107.00€","436,960.62€","3,497,146.38€"
 Τρίτη 21 Σεπτεμβρίου 2021,"2,581,442.00€","114,925.50€","2,466,516.50€"
 Κυριακή 19 Σεπτεμβρίου 2021,"2,203,957.00€","169,173.50€","2,034,783.50€"
 Πέμπτη 16 Σεπτεμβρίου 2021,"3,109,049.00€","268,241.49€","2,840,807.51€"
 Τρίτη 14 Σεπτεμβρίου 2021,"2,131,714.00€","233,710.99€","1,898,003.01€"
 Κυριακή 12 Σεπτεμβρίου 2021,"1,832,796.00€","52,222.50€","1,780,573.50€"
 Πέμπτη 9 Σεπτεμβρίου 2021,"2,645,503.00€","347,074.00€","2,298,429.00€"
 Τρίτη 7 Σεπτεμβρίου 2021,"1,988,073.00€","59,332.50€","1,928,740.50€"
 Κυριακή 5 Σεπτεμβρίου 2021,"4,617,874.00€","471,525.14€","4,146,348.86€"
 Πέμπτη 2 Σεπτεμβρίου 2021,"5,700,296.00€","578,373.20€","5,121,922.80€"
 Τρίτη 31 Αυγούστου 2021,"3,670,807.00€","566,238.55€","3,104,568.45€"
 Κυριακή 29 Αυγούστου 2021,"3,208,953.00€","316,511.00€","2,892,442.00€"
 Πέμπτη 26 Αυγούστου 2021,"4,025,247.00€","794,517.94€","3,230,729.06€"
 Τρίτη 24 Αυγούστου 2021,"2,795,746.00€","272,754.38€","2,522,991.62€"
 Κυριακή 22 Αυγούστου 2021,"2,409,891.00€","65,708.50€","2,344,182.50€"
 Πέμπτη 19 Αυγούστου 2021,"3,092,538.00€","257,133.00€","2,835,405.00€"
 Τρίτη 17 Αυγούστου 2021,"2,157,277.00€","246,341.26€","1,910,935.74€"
 Κυριακή 15 Αυγούστου 2021,"1,831,079.00€","386,251.18€","1,444,827.82€"
 Πέμπτη 12 Αυγούστου 2021,"1,741,527.00€","36,400.00€","1,705,127.00€"
 Τρίτη 10 Αυγούστου 2021,"1,793,192.00€","245,704.00€","1,547,488.00€"
 Κυριακή 8 Αυγούστου 2021,"1,600,910.00€","203,868.72€","1,397,041.28€"
 Πέμπτη 5 Αυγούστου 2021,"2,353,538.00€","254,807.07€","2,098,730.93€"
 Τρίτη 3 Αυγούστου 2021,"2,951,072.00€","129,052.07€","2,822,019.93€"
 Κυριακή 1 Αυγούστου 2021,"2,597,536.00€","303,294.22€","2,294,241.78€"
 Τρίτη 27 Ιουλίου 2021,"2,598,772.00€","306,557.78€","2,292,214.22€"
 Κυριακή 25 Ιουλίου 2021,"2,215,503.00€","183,693.50€","2,031,809.50€"
 Πέμπτη 22 Ιουλίου 2021,"3,067,410.00€","314,233.14€","2,753,176.86€"
 Τρίτη 20 Ιουλίου 2021,"2,070,310.00€","41,070.00€","2,029,240.00€"
 Κυριακή 18 Ιουλίου 2021,"1,705,860.00€","135,087.00€","1,570,773.00€"
 Πέμπτη 15 Ιουλίου 2021,"2,406,710.00€","52,437.50€","2,354,272.50€"
 Τρίτη 13 Ιουλίου 2021,"1,721,543.00€","219,010.00€","1,502,533.00€"
 Κυριακή 11 Ιουλίου 2021,"1,612,715.00€","277,882.79€","1,334,832.21€"
 Πέμπτη 8 Ιουλίου 2021,"8,052,117.00€","398,632.89€","7,653,484.11€"
 Τρίτη 6 Ιουλίου 2021,"5,382,384.00€","474,382.25€","4,908,001.75€"
 Κυριακή 4 Ιουλίου 2021,"4,694,195.00€","504,434.69€","4,189,760.31€"
 Πέμπτη 1 Ιουλίου 2021,"5,786,737.00€","705,379.78€","5,081,357.22€"
 Τρίτη 29 Ιουνίου 2021,"3,942,362.00€","93,627.50€","3,848,734.50€"
 Κυριακή 27 Ιουνίου 2021,"3,235,039.00€","217,997.00€","3,017,042.00€"
 Πέμπτη 24 Ιουνίου 2021,"4,229,029.00€","353,187.50€","3,875,841.50€"
 Τρίτη 22 Ιουνίου 2021,"2,945,082.00€","296,080.79€","2,649,001.21€"
 Κυριακή 20 Ιουνίου 2021,"2,418,673.00€","213,697.50€","2,204,975.50€"
 Πέμπτη 17 Ιουνίου 2021,"3,438,886.00€","67,167.50€","3,371,718.50€"
 Τρίτη 15 Ιουνίου 2021,"2,409,773.00€","200,691.50€","2,209,081.50€"
 Κυριακή 13 Ιουνίου 2021,"2,090,247.00€","228,155.50€","1,862,091.50€"
 Πέμπτη 10 Ιουνίου 2021,"2,958,937.00€","445,303.57€","2,513,633.43€"
 Τρίτη 8 Ιουνίου 2021,"1,976,670.00€","53,601.00€","1,923,069.00€"
 Κυριακή 6 Ιουνίου 2021,"1,628,603.00€","163,604.00€","1,464,999.00€"
 Πέμπτη 3 Ιουνίου 2021,"2,447,142.00€","192,273.50€","2,254,868.50€"
 Τρίτη 1 Ιουνίου 2021,"1,788,991.00€","143,729.50€","1,645,261.50€"
 Κυριακή 30 Μαΐου 2021,"2,223,154.00€","218,653.35€","2,004,500.65€"
 Πέμπτη 27 Μαΐου 2021,"3,171,790.00€","69,536.50€","3,102,253.50€"
 Τρίτη 25 Μαΐου 2021,"2,033,449.00€","167,053.00€","1,866,396.00€"
 Κυριακή 23 Μαΐου 2021,"1,610,014.00€","64,102.00€","1,545,912.00€"
 Πέμπτη 20 Μαΐου 2021,"2,405,564.00€","154,770.00€","2,250,794.00€"
 Τρίτη 18 Μαΐου 2021,"1,708,486.00€","181,730.53€","1,526,755.47€"
 Κυριακή 16 Μαΐου 2021,"1,544,677.00€","164,044.53€","1,380,632.47€"
 Πέμπτη 13 Μαΐου 2021,"4,091,009.00€","207,838.99€","3,883,170.01€"
 Τρίτη 11 Μαΐου 2021,"2,663,532.00€","218,622.75€","2,444,909.25€"
 Κυριακή 9 Μαΐου 2021,"2,362,924.00€","408,510.85€","1,954,413.15€"
 Πέμπτη 6 Μαΐου 2021,"2,912,313.00€","100,379.00€","2,811,934.00€"
 Τρίτη 4 Μαΐου 2021,"1,997,117.00€","158,646.50€","1,838,470.50€"
 Σάββατο 1 Μαΐου 2021,"1,541,691.00€","237,822.04€","1,303,868.96€"
 Τετάρτη 28 Απρίλη 2021,"2,052,664.00€","251,540.25€","1,801,123.75€"
 Τρίτη 27 Απρίλη 2021,"946,547.00€","106,483.87€","840,063.13€"
 Κυριακή 25 Απρίλη 2021,"1,479,222.00€","942,940.38€","536,281.62€"
 Πέμπτη 22 Απρίλη 2021,"2,314,168.00€","78,760.00€","2,235,408.00€"
 Τρίτη 20 Απρίλη 2021,"1,632,721.00€","173,419.00€","1,459,302.00€"
 Κυριακή 18 Απρίλη 2021,"1,409,108.00€","143,832.11€","1,265,275.89€"
 Πέμπτη 15 Απρίλη 2021,"2,680,223.00€","123,995.62€","2,556,227.38€"
 Τρίτη 13 Απρίλη 2021,"1,723,773.00€","244,333.24€","1,479,439.76€"
 Κυριακή 11 Απρίλη 2021,"1,628,170.00€","38,220.00€","1,589,950.00€"
 Πέμπτη 8 Απρίλη 2021,"793,281.00€","54,465.00€","738,816.00€"
 Τρίτη 6 Απρίλη 2021,"627,341.00€","56,437.00€","570,904.00€"
 Κυριακή 4 Απρίλη 2021,"599,880.00€","19,018.50€","580,861.50€"
 Πέμπτη 1 Απρίλη 2021,"796,927.00€","47,377.00€","749,550.00€"
 Τρίτη 30 Μαρτίου 2021,"586,165.00€","223,936.93€","362,228.07€"
 Κυριακή 28 Μαρτίου 2021,"582,365.00€","11,884.00€","570,481.00€"
 Πέμπτη 25 Μαρτίου 2021,"797,204.00€","93,183.50€","704,020.50€"
 Τρίτη 23 Μαρτίου 2021,"498,004.00€","63,103.00€","434,901.00€"
 Κυριακή 21 Μαρτίου 2021,"588,287.00€","351,551.00€","236,736.00€"
 Πέμπτη 18 Μαρτίου 2021,"1,322,416.00€","76,349.35€","1,246,066.65€"
 Τρίτη 16 Μαρτίου 2021,"994,709.00€","35,568.50€","959,140.50€"
 Κυριακή 14 Μαρτίου 2021,"853,517.00€","57,533.00€","795,984.00€"
 Πέμπτη 11 Μαρτίου 2021,"1,165,768.00€","28,445.00€","1,137,323.00€"
 Τρίτη 9 Μαρτίου 2021,"930,683.00€","68,689.50€","861,993.50€"
 Κυριακή 7 Μαρτίου 2021,"845,273.00€","21,279.50€","823,993.50€"
 Πέμπτη 4 Μαρτίου 2021,"1,169,310.00€","97,265.50€","1,072,044.50€"
 Τρίτη 2 Μαρτίου 2021,"1,005,804.00€","102,607.50€","903,196.50€"
 Κυριακή 28 Φεβρουάριου 2021,"1,173,493.00€","39,263.00€","1,134,230.00€"
 Πέμπτη 25 Φεβρουάριου 2021,"1,653,019.00€","100,447.50€","1,552,571.50€"
 Τρίτη 23 Φεβρουάριου 2021,"1,164,628.00€","113,418.59€","1,051,209.41€"
 Κυριακή 21 Φεβρουάριου 2021,"1,014,208.00€","135,039.68€","879,168.32€"
 Πέμπτη 18 Φεβρουάριου 2021,"1,477,469.00€","46,331.00€","1,431,138.00€"
 Τετάρτη 17 Φεβρουάριου 2021,"893,217.00€","70,913.00€","822,304.00€"
 Κυριακή 14 Φεβρουάριου 2021,"1,132,917.00€","1,370,498.24€","-237,581.24€"
 Πέμπτη 11 Φεβρουάριου 2021,"1,998,649.00€","25,699.50€","1,972,949.50€"
 Τρίτη 9 Φεβρουάριου 2021,"1,484,514.00€","120,449.50€","1,364,064.50€"
 Κυριακή 7 Φεβρουάριου 2021,"1,297,810.00€","135,930.50€","1,161,879.50€"
 Πέμπτη 4 Φεβρουάριου 2021,"1,477,045.00€","141,070.50€","1,335,974.50€"
 Τρίτη 2 Φεβρουάριου 2021,"1,168,696.00€","105,954.00€","1,062,742.00€"
 Κυριακή 31 Ιανουαρίου 2021,"1,083,678.00€","109,384.00€","974,294.00€"
 Πέμπτη 28 Ιανουαρίου 2021,"552,725.00€","55,236.50€","497,488.50€"
 Τρίτη 26 Ιανουαρίου 2021,"448,133.00€","53,249.50€","394,883.50€"
 Κυριακή 24 Ιανουαρίου 2021,"429,295.00€","18,573.00€","410,722.00€"
 Πέμπτη 21 Ιανουαρίου 2021,"526,180.00€","52,460.50€","473,719.50€"
 Τρίτη 19 Ιανουαρίου 2021,"449,704.00€","24,282.50€","425,421.50€"
 Κυριακή 17 Ιανουαρίου 2021,"437,247.00€","46,496.00€","390,751.00€"
 Πέμπτη 14 Ιανουαρίου 2021,"541,370.00€","95,301.50€","446,068.50€"
 Τρίτη 12 Ιανουαρίου 2021,"459,009.00€","49,923.50€","409,085.50€"
 Κυριακή 10 Ιανουαρίου 2021,"462,805.00€","38,592.00€","424,213.00€"
 Πέμπτη 7 Ιανουαρίου 2021,"731,108.00€","63,046.50€","668,061.50€"
 Τρίτη 5 Ιανουαρίου 2021,"689,391.00€","82,695.04€","606,695.96€"
 Κυριακή 3 Ιανουαρίου 2021,"957,533.00€","1,724,871.04€","-767,338.04€"
 Πέμπτη 31 Δεκέμβρη 2020,"1,255,742.00€","90,440.50€","1,165,301.50€"
 Τρίτη 29 Δεκέμβρη 2020,"1,356,178.00€","59,739.00€","1,296,439.00€"
 Κυριακή 27 Δεκέμβρη 2020,"878,945.00€","74,800.00€","804,145.00€"
 Πέμπτη 24 Δεκέμβρη 2020,"1,049,335.00€","109,115.50€","940,219.50€"
 Τρίτη 22 Δεκέμβρη 2020,"880,264.00€","105,529.00€","774,735.00€"
 Κυριακή 20 Δεκέμβρη 2020,"712,572.00€","48,147.00€","664,425.00€"
 Πέμπτη 17 Δεκέμβρη 2020,"847,452.00€","39,252.50€","808,199.50€"
 Τρίτη 15 Δεκέμβρη 2020,"645,407.00€","27,884.00€","617,523.00€"
 Κυριακή 13 Δεκέμβρη 2020,"594,701.00€","35,639.50€","559,061.50€"
 Πέμπτη 10 Δεκέμβρη 2020,"809,490.00€","48,757.00€","760,733.00€"
 Τρίτη 8 Δεκέμβρη 2020,"647,714.00€","46,256.00€","601,458.00€"
 Κυριακή 6 Δεκέμβρη 2020,"596,522.00€","74,972.05€","521,549.95€"
 Πέμπτη 3 Δεκέμβρη 2020,"795,209.00€","21,141.00€","774,068.00€"
 Τρίτη 1 Δεκέμβρη 2020,"663,978.00€","43,213.00€","620,765.00€"
 Κυριακή 29 Νοεμβρίου 2020,"964,331.00€","40,938.50€","923,392.50€"
 Πέμπτη 26 Νοεμβρίου 2020,"1,164,387.00€","71,082.00€","1,093,305.00€"
 Τρίτη 24 Νοεμβρίου 2020,"855,156.00€","55,797.00€","799,359.00€"
 Κυριακή 22 Νοεμβρίου 2020,"824,780.00€","34,534.00€","790,246.00€"
 Πέμπτη 19 Νοεμβρίου 2020,"976,116.00€","73,839.00€","902,277.00€"
 Κυριακή 15 Νοεμβρίου 2020,"760,760.00€","62,840.50€","697,919.50€"
 Πέμπτη 12 Νοεμβρίου 2020,"973,719.00€","79,662.50€","894,056.50€"
 Τρίτη 10 Νοεμβρίου 2020,"899,824.00€","60,027.00€","839,797.00€"
 Κυριακή 8 Νοεμβρίου 2020,"854,521.00€","57,604.00€","796,917.00€"
 Πέμπτη 5 Νοεμβρίου 2020,"1,780,209.00€","175,247.50€","1,604,961.50€"
 Τρίτη 3 Νοεμβρίου 2020,"2,198,054.00€","224,944.50€","1,973,109.50€"
 Κυριακή 1 Νοεμβρίου 2020,"1,786,016.00€","138,962.50€","1,647,053.50€"
 Πέμπτη 29 Οκτωβρίου 2020,"2,716,990.00€","284,794.56€","2,432,195.44€"
 Τρίτη 27 Οκτωβρίου 2020,"1,974,553.00€","284,686.31€","1,689,866.69€"
 Κυριακή 25 Οκτωβρίου 2020,"2,754,822.00€","2,412,774.96€","342,047.04€"
 Πέμπτη 22 Οκτωβρίου 2020,"3,904,951.00€","246,534.00€","3,658,417.00€"
 Τρίτη 20 Οκτωβρίου 2020,"2,585,355.00€","63,083.50€","2,522,271.50€"
 Κυριακή 18 Οκτωβρίου 2020,"2,121,428.00€","222,354.00€","1,899,074.00€"
 Πέμπτη 15 Οκτωβρίου 2020,"3,163,328.00€","230,919.00€","2,932,409.00€"
 Τρίτη 13 Οκτωβρίου 2020,"2,207,316.00€","126,600.00€","2,080,716.00€"
 Πέμπτη 8 Οκτωβρίου 2020,"4,228,419.00€","332,836.85€","3,895,582.15€"
 Τρίτη 6 Οκτωβρίου 2020,"2,764,400.00€","301,315.78€","2,463,084.22€"
 Κυριακή 4 Οκτωβρίου 2020,"2,303,020.00€","319,257.64€","1,983,762.36€"
 Πέμπτη 1 Οκτωβρίου 2020,"3,293,027.00€","337,396.53€","2,955,630.47€"
 Τρίτη 29 Σεπτεμβρίου 2020,"2,345,846.00€","231,879.25€","2,113,966.75€"
 Κυριακή 27 Σεπτεμβρίου 2020,"1,958,001.00€","362,989.94€","1,595,011.06€"
 Πέμπτη 24 Σεπτεμβρίου 2020,"5,912,188.00€","65,790.50€","5,846,397.50€"
 Κυριακή 20 Σεπτεμβρίου 2020,"3,282,246.00€","331,273.74€","2,950,972.26€"
 Τρίτη 15 Σεπτεμβρίου 2020,"3,097,008.00€","235,576.00€","2,861,432.00€"
 Κυριακή 13 Σεπτεμβρίου 2020,"2,693,465.00€","137,352.00€","2,556,113.00€"
 Πέμπτη 10 Σεπτεμβρίου 2020,"3,793,831.00€","398,369.50€","3,395,461.50€"
 Τρίτη 8 Σεπτεμβρίου 2020,"2,643,810.00€","242,964.34€","2,400,845.66€"
 Κυριακή 6 Σεπτεμβρίου 2020,"2,126,623.00€","319,526.42€","1,807,096.58€"
 Πέμπτη 3 Σεπτεμβρίου 2020,"3,120,640.00€","65,580.00€","3,055,060.00€"
 Τρίτη 1 Σεπτεμβρίου 2020,"2,276,187.00€","238,166.50€","2,038,020.50€"
 Κυριακή 30 Αυγούστου 2020,"4,588,910.00€","233,884.86€","4,355,025.14€"
 Πέμπτη 27 Αυγούστου 2020,"5,850,583.00€","642,264.00€","5,208,319.00€"
 Τρίτη 25 Αυγούστου 2020,"4,015,871.00€","343,666.22€","3,672,204.78€"
 Κυριακή 23 Αυγούστου 2020,"3,297,895.00€","443,830.68€","2,854,064.32€"
 Πέμπτη 20 Αυγούστου 2020,"4,442,085.00€","576,571.90€","3,865,513.10€"
 Τρίτη 18 Αυγούστου 2020,"3,221,330.00€","299,516.14€","2,921,813.86€"
 Πέμπτη 13 Αυγούστου 2020,"3,117,790.00€","253,319.49€","2,864,470.51€"
 Τρίτη 11 Αυγούστου 2020,"2,579,298.00€","464,108.74€","2,115,189.26€"
 Κυριακή 9 Αυγούστου 2020,"2,015,199.00€","199,150.06€","1,816,048.94€"
 Πέμπτη 6 Αυγούστου 2020,"2,984,886.00€","234,135.40€","2,750,750.60€"
 Τρίτη 4 Αυγούστου 2020,"2,321,891.00€","210,951.52€","2,110,939.48€"
 Κυριακή 2 Αυγούστου 2020,"6,004,555.00€","8,602,299.17€","-2,597,744.17€"
 Πέμπτη 30 Ιουλίου 2020,"7,400,958.00€","612,526.08€","6,788,431.92€"
 Τρίτη 28 Ιουλίου 2020,"5,340,727.00€","1,275,594.18€","4,065,132.82€"
 Κυριακή 26 Ιουλίου 2020,"4,381,656.00€","455,777.91€","3,925,878.09€"
 Πέμπτη 23 Ιουλίου 2020,"5,593,445.00€","724,378.32€","4,869,066.68€"
 Τρίτη 21 Ιουλίου 2020,"3,918,963.00€","333,282.34€","3,585,680.66€"
 Κυριακή 19 Ιουλίου 2020,"3,126,408.00€","321,716.34€","2,804,691.66€"
 Πέμπτη 16 Ιουλίου 2020,"4,513,816.00€","417,698.74€","4,096,117.26€"
 Τρίτη 14 Ιουλίου 2020,"3,127,749.00€","585,284.14€","2,542,464.86€"
 Κυριακή 12 Ιουλίου 2020,"2,681,380.00€","314,711.91€","2,366,668.09€"
 Πέμπτη 9 Ιουλίου 2020,"3,885,242.00€","309,075.37€","3,576,166.63€"
 Τρίτη 7 Ιουλίου 2020,"2,721,701.00€","616,527.06€","2,105,173.94€"
 Κυριακή 5 Ιουλίου 2020,"2,257,059.00€","73,084.50€","2,183,974.50€"
 Πέμπτη 2 Ιουλίου 2020,"3,077,629.00€","260,354.50€","2,817,274.50€"
 Τρίτη 30 Ιουνίου 2020,"2,222,178.00€","210,579.50€","2,011,598.50€"
 Κυριακή 28 Ιουνίου 2020,"1,822,200.00€","107,757.00€","1,714,443.00€"
 Πέμπτη 25 Ιουνίου 2020,"4,632,088.00€","4,345,135.10€","286,952.90€"
 Τρίτη 23 Ιουνίου 2020,"3,296,821.00€","338,195.30€","2,958,625.70€"
 Κυριακή 21 Ιουνίου 2020,"2,792,554.00€","358,277.88€","2,434,276.12€"
 Πέμπτη 18 Ιουνίου 2020,"4,013,274.00€","498,890.70€","3,514,383.30€"
 Τρίτη 16 Ιουνίου 2020,"2,825,409.00€","104,704.50€","2,720,704.50€"
 Κυριακή 14 Ιουνίου 2020,"2,344,957.00€","215,090.00€","2,129,867.00€"
 Πέμπτη 11 Ιουνίου 2020,"3,376,158.00€","535,792.06€","2,840,365.94€"
 Τρίτη 9 Ιουνίου 2020,"2,322,080.00€","61,563.50€","2,260,516.50€"
 Κυριακή 7 Ιουνίου 2020,"1,754,255.00€","166,540.50€","1,587,714.50€"
 Πέμπτη 4 Ιουνίου 2020,"2,956,952.00€","332,802.56€","2,624,149.44€"
 Τρίτη 2 Ιουνίου 2020,"9,820,695.00€","12,727,407.36€","-2,906,712.36€"
 Κυριακή 31 Μαΐου 2020,"8,033,273.00€","987,939.94€","7,045,333.06€"
 Πέμπτη 28 Μαΐου 2020,"9,402,768.00€","224,271.00€","9,178,497.00€"
 Τρίτη 26 Μαΐου 2020,"6,071,617.00€","454,798.00€","5,616,819.00€"
 Κυριακή 24 Μαΐου 2020,"4,431,722.00€","372,018.64€","4,059,703.36€"
 Πέμπτη 21 Μαΐου 2020,"3,456,106.00€","450,804.80€","3,005,301.20€"
 Τρίτη 19 Μαΐου 2020,"3,456,106.00€","73,955.00€","3,382,151.00€"
 Κυριακή 17 Μαΐου 2020,"2,638,585.00€","322,368.00€","2,316,217.00€"
 Πέμπτη 14 Μαΐου 2020,"3,944,205.00€","454,999.46€","3,489,205.54€"
 Τρίτη 12 Μαΐου 2020,"2,668,870.00€","69,593.50€","2,599,276.50€"
 Κυριακή 10 Μαΐου 2020,"2,435,764.00€","195,673.50€","2,240,090.50€"
 Πέμπτη 7 Μαΐου 2020,"778,227.00€","28,886.00€","749,341.00€"
 Τρίτη 5 Μαΐου 2020,"676,335.00€","53,541.50€","622,793.50€"
 Κυριακή 3 Μαΐου 2020,"615,896.00€","94,069.00€","521,827.00€"
 Πέμπτη 30 Απρίλη 2020,"816,942.00€","72,367.50€","744,574.50€"
 Τρίτη 28 Απρίλη 2020,"662,826.00€","95,432.00€","567,394.00€"
 Κυριακή 26 Απρίλη 2020,"574,979.00€","61,429.00€","513,550.00€"
 Πέμπτη 23 Απρίλη 2020,"698,057.00€","60,701.50€","637,355.50€"
 Τρίτη 21 Απρίλη 2020,"584,061.00€","53,641.00€","530,420.00€"
 Κυριακή 19 Απρίλη 2020,"576,097.00€","38,086.00€","538,011.00€"
 Πέμπτη 16 Απρίλη 2020,"642,627.00€","107,703.95€","534,923.05€"
 Τρίτη 14 Απρίλη 2020,"547,052.00€","65,673.50€","481,378.50€"
 Κυριακή 12 Απρίλη 2020,"507,484.00€","64,799.50€","442,684.50€"
 Πέμπτη 9 Απρίλη 2020,"615,329.00€","49,945.00€","565,384.00€"
 Τρίτη 7 Απρίλη 2020,"535,713.00€","50,023.00€","485,690.00€"
 Κυριακή 5 Απρίλη 2020,"508,464.00€","83,197.51€","425,266.49€"
 Πέμπτη 2 Απρίλη 2020,"640,155.00€","68,375.00€","571,780.00€"
 Τρίτη 31 Μαρτίου 2020,"486,291.00€","84,694.50€","401,596.50€"
 Κυριακή 29 Μαρτίου 2020,"500,116.00€","17,670.50€","482,445.50€"
 Πέμπτη 26 Μαρτίου 2020,"487,266.00€","57,889.00€","429,377.00€"
 Κυριακή 22 Μαρτίου 2020,"550,726.00€","52,973.00€","497,753.00€"
 Πέμπτη 12 Μαρτίου 2020,"1,671,648.00€","174,479.65€","1,497,168.35€"
 Κυριακή 8 Μαρτίου 2020,"4,339,773.00€","529,923.88€","3,809,849.12€"
 Πέμπτη 5 Μαρτίου 2020,"4,786,710.00€","449,960.44€","4,336,749.56€"
 Κυριακή 1 Μαρτίου 2020,"3,782,802.00€","603,430.96€","3,179,371.04€"
 Πέμπτη 27 Φεβρουάριου 2020,"3,559,419.00€","266,160.56€","3,293,258.44€"
 Κυριακή 23 Φεβρουάριου 2020,"3,155,903.00€","292,732.98€","2,863,170.02€"
 Πέμπτη 20 Φεβρουάριου 2020,"8,808,311.00€","214,797.93€","8,593,513.07€"
 Κυριακή 16 Φεβρουάριου 2020,"7,115,548.00€","1,881,000.90€","5,234,547.10€"
 Πέμπτη 13 Φεβρουάριου 2020,"6,886,680.00€","607,065.68€","6,279,614.32€"
 Κυριακή 9 Φεβρουάριου 2020,"5,547,190.00€","567,567.40€","4,979,622.60€"
 Πέμπτη 6 Φεβρουάριου 2020,"5,439,816.00€","510,971.08€","4,928,844.92€"
 Κυριακή 2 Φεβρουάριου 2020,"4,376,090.00€","472,576.22€","3,903,513.78€"
 Πέμπτη 30 Ιανουαρίου 2020,"4,470,001.00€","615,742.90€","3,854,258.10€"
 Κυριακή 26 Ιανουαρίου 2020,"3,386,437.00€","452,079.20€","2,934,357.80€"
 Πέμπτη 23 Ιανουαρίου 2020,"3,603,786.00€","292,304.14€","3,311,481.86€"
 Κυριακή 19 Ιανουαρίου 2020,"3,923,945.00€","198,369.35€","3,725,575.65€"
 Πέμπτη 16 Ιανουαρίου 2020,"3,708,176.00€","122,236.00€","3,585,940.00€"
 Κυριακή 12 Ιανουαρίου 2020,"3,272,676.00€","196,266.50€","3,076,409.50€"
 Πέμπτη 9 Ιανουαρίου 2020,"4,509,767.00€","2,070,548.03€","2,439,218.97€"
 Κυριακή 5 Ιανουαρίου 2020,"3,325,881.00€","302,891.36€","3,022,989.64€"
